出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/10/28","114","1","8121","越峰","719282.00","610075.00","--","--","109207.00","--","--","109207.00","148035.00","--","-38828.00","5923.00","-32905.00","-1880.00","-31025.00","--","--","-31025.00","41744.00","--","10719.00","-21819.00","--","-9206.00","6254.00","--","4465.00","-0.10"
"114/10/28","114","1","8147","正淩","364500.00","223694.00","--","--","140806.00","0.00","0.00","140806.00","110379.00","--","30427.00","2963.00","33390.00","5195.00","28195.00","--","--","28195.00","20584.00","--","48779.00","28362.00","--","-167.00","48887.00","--","-108.00","0.70"
"114/10/28","114","1","8155","博智","1127757.00","951586.00","--","--","176171.00","--","--","176171.00","104814.00","--","71357.00","6828.00","78185.00","11722.00","66463.00","--","--","66463.00","94.00","--","66557.00","66463.00","0.00","0.00","66557.00","0.00","0.00","1.30"
"114/10/28","114","1","8171","天宇","80024.00","90832.00","--","--","-10808.00","--","--","-10808.00","131550.00","--","-142358.00","-44144.00","-186502.00","-25269.00","-161233.00","--","--","-161233.00","-22985.00","--","-184218.00","-160447.00","--","-786.00","-183432.00","--","-786.00","-2.10"
"114/10/28","114","1","8176","智捷","127194.00","88075.00","--","--","39119.00","--","--","39119.00","31368.00","-199.00","7552.00","6075.00","13627.00","2055.00","11572.00","--","--","11572.00","6752.00","--","18324.00","11765.00","--","-193.00","18286.00","--","38.00","0.17"
"114/10/28","114","1","8182","加高","691294.00","551789.00","--","--","139505.00","--","--","139505.00","83903.00","--","55602.00","17708.00","73310.00","17499.00","55811.00","--","--","55811.00","16893.00","--","72704.00","55730.00","--","81.00","72414.00","--","290.00","0.52"
"114/10/28","114","1","8183","精星","1648584.00","1493320.00","--","--","155264.00","--","--","155264.00","162223.00","--","-6959.00","23478.00","16519.00","1186.00","15333.00","--","--","15333.00","40273.00","--","55606.00","15333.00","--","--","55606.00","--","--","0.13"
"114/10/28","114","1","8227","巨有科技","196172.00","159615.00","--","--","36557.00","--","--","36557.00","36912.00","0.00","-355.00","9293.00","8938.00","1377.00","7561.00","--","--","7561.00","--","--","7561.00","--","--","--","--","--","--","0.19"
"114/10/28","114","1","8234","新漢","1649756.00","1206938.00","--","--","442818.00","--","--","442818.00","358640.00","--","84178.00","21166.00","105344.00","24303.00","81041.00","--","--","81041.00","14015.00","--","95056.00","80058.00","--","983.00","94787.00","--","269.00","0.57"
"114/10/28","114","1","8240","華宏","1884750.00","1570478.00","--","--","314272.00","--","--","314272.00","198959.00","--","115313.00","-7393.00","107920.00","31534.00","76386.00","--","--","76386.00","-118123.00","--","-41737.00","75654.00","--","732.00","-44127.00","--","2390.00","0.76"
"114/10/28","114","1","8255","朋程","2116332.00","1506531.00","--","--","609801.00","--","--","609801.00","370526.00","--","239275.00","69340.00","308615.00","46716.00","261899.00","--","--","261899.00","-502032.00","--","-240133.00","235779.00","--","26120.00","-265992.00","--","25859.00","2.32"
"114/10/28","114","1","8272","全景軟體","76737.00","22721.00","--","--","54016.00","--","--","54016.00","49791.00","--","4225.00","1796.00","6021.00","1234.00","4787.00","--","--","4787.00","--","--","4787.00","--","--","--","--","--","--","0.25"
"114/10/28","114","1","8277","商丞","52615.00","37311.00","--","--","15304.00","--","--","15304.00","34864.00","--","-19560.00","2956.00","-16604.00","22.00","-16626.00","--","--","-16626.00","1874.00","--","-14752.00","-9760.00","--","-6866.00","-7886.00","--","-6866.00","-0.11"
"114/10/28","114","1","8279","生展","485910.00","311988.00","--","--","173922.00","--","--","173922.00","99623.00","--","74299.00","1688.00","75987.00","14846.00","61141.00","--","--","61141.00","258.00","--","61399.00","61141.00","--","--","61399.00","--","--","2.26"
"114/10/28","114","1","8284","三竹","678990.00","510408.00","--","--","168582.00","--","--","168582.00","102370.00","--","66212.00","12874.00","79086.00","12041.00","67045.00","--","--","67045.00","--","--","67045.00","67045.00","--","--","67045.00","--","--","1.45"
"114/10/28","114","1","8289","泰藝","434623.00","337220.00","--","--","97403.00","--","--","97403.00","89222.00","--","8181.00","1541.00","9722.00","4724.00","4998.00","--","--","4998.00","13824.00","--","18822.00","4998.00","--","0.00","18822.00","--","0.00","0.07"
"114/10/28","114","1","8291","尚茂","380.00","4718.00","--","--","-4338.00","--","--","-4338.00","4933.00","--","-9271.00","-1147.00","-10418.00","-27.00","-10391.00","--","--","-10391.00","--","--","-10391.00","--","--","--","--","--","--","-0.16"
"114/10/28","114","1","8299","群聯","13838565.00","9525629.00","--","--","4312936.00","32211.00","--","4280725.00","3119080.00","--","1161645.00","188909.00","1350554.00","209797.00","1140757.00","--","--","1140757.00","42583.00","--","1183340.00","1140568.00","--","189.00","1182574.00","--","766.00","5.53"
"114/10/28","114","1","8342","益張","370411.00","269472.00","--","--","100939.00","--","--","100939.00","49277.00","--","51662.00","14416.00","66078.00","12151.00","53927.00","--","--","53927.00","4030.00","--","57957.00","53597.00","--","330.00","57613.00","--","344.00","1.60"
"114/10/28","114","1","8349","�矬ㄟ篕�","2801140.00","2210768.00","--","--","590372.00","--","--","590372.00","447637.00","-231.00","142504.00","26549.00","169053.00","45343.00","123710.00","--","--","123710.00","251246.00","--","374956.00","135186.00","--","-11476.00","362676.00","--","12280.00","0.66"
"114/10/28","114","1","8354","冠好","162147.00","136678.00","--","--","25469.00","--","--","25469.00","21881.00","--","3588.00","771.00","4359.00","952.00","3407.00","--","--","3407.00","4689.00","--","8096.00","3407.00","--","--","8096.00","--","--","0.04"
"114/10/28","114","1","8358","金居","1727943.00","1365153.00","--","--","362790.00","--","--","362790.00","57089.00","--","305701.00","24511.00","330212.00","65229.00","264983.00","--","--","264983.00","121.00","--","265104.00","264983.00","--","--","265104.00","--","--","1.05"
"114/10/28","114","1","8383","千附","812901.00","571537.00","--","--","241364.00","--","--","241364.00","100072.00","--","141292.00","-4619.00","136673.00","26933.00","109740.00","--","--","109740.00","1096.00","--","110836.00","79083.00","--","30657.00","80179.00","--","30657.00","0.70"
"114/10/28","114","1","8390","金益鼎","1105638.00","917540.00","--","--","188098.00","--","--","188098.00","62462.00","--","125636.00","19069.00","144705.00","27587.00","117118.00","--","--","117118.00","9168.00","--","126286.00","117267.00","--","-149.00","126406.00","--","-120.00","1.22"
"114/10/28","114","1","8401","白紗科","349937.00","248543.00","--","--","101394.00","--","--","101394.00","64870.00","--","36524.00","449.00","36973.00","7415.00","29558.00","--","--","29558.00","--","--","29558.00","--","--","--","--","--","--","0.45"
"114/10/28","114","1","8403","盛弘","1051578.00","877455.00","--","--","174123.00","--","--","174123.00","163217.00","19603.00","30509.00","-1742.00","28767.00","10626.00","18141.00","--","--","18141.00","-39557.00","--","-21416.00","31035.00","--","-12894.00","-5971.00","--","-15445.00","0.24"
"114/10/28","114","1","8409","商之器","23279.00","9109.00","--","--","14170.00","--","99.00","14269.00","43216.00","--","-28947.00","4278.00","-24669.00","317.00","-24986.00","--","--","-24986.00","1174.00","--","-23812.00","-24986.00","--","--","-23812.00","--","--","-0.78"
"114/10/28","114","1","8410","森田","238063.00","154474.00","--","--","83589.00","--","--","83589.00","55509.00","--","28080.00","22362.00","50442.00","9726.00","40716.00","--","--","40716.00","0.00","--","40716.00","--","--","--","--","--","--","1.11"
"114/10/28","114","1","8415","大國鋼","5878241.00","3910387.00","--","--","1967854.00","--","--","1967854.00","1209962.00","998.00","758890.00","206424.00","965314.00","197397.00","767917.00","--","--","767917.00","5723026.00","--","6490943.00","765806.00","--","2111.00","6431278.00","--","59665.00","0.74"
"114/10/28","114","1","8416","實威","396148.00","200209.00","--","--","195939.00","--","--","195939.00","113853.00","--","82086.00","16568.00","98654.00","18994.00","79660.00","--","--","79660.00","2520.00","--","82180.00","79660.00","--","--","82180.00","--","--","2.82"
"114/10/28","114","1","8421","旭源","291462.00","238749.00","--","--","52713.00","1504.00","3285.00","54494.00","58738.00","--","-4244.00","11210.00","6966.00","1006.00","5960.00","--","--","5960.00","10145.00","--","16105.00","2545.00","--","3415.00","9121.00","--","6984.00","0.05"
"114/10/28","114","1","8423","保綠-KY","96035.00","71374.00","--","--","24661.00","--","--","24661.00","16399.00","--","8262.00","-395.00","7867.00","2017.00","5850.00","--","--","5850.00","4278.00","--","10128.00","5850.00","--","--","10128.00","--","--","0.14"
"114/10/28","114","1","8424","惠普","275297.00","181072.00","--","--","94225.00","--","--","94225.00","34452.00","--","59773.00","4107.00","63880.00","12778.00","51102.00","--","--","51102.00","--","--","51102.00","51102.00","--","--","51102.00","--","--","1.42"
"114/10/28","114","1","8426","紅木-KY","514371.00","400814.00","--","--","113557.00","--","--","113557.00","136347.00","--","-22790.00","-1279.00","-24069.00","8735.00","-32804.00","0.00","--","-32804.00","15866.00","--","-16938.00","-32804.00","--","--","-16938.00","--","--","-0.65"
"114/10/28","114","1","8431","匯鑽科","235292.00","198858.00","--","--","36434.00","--","--","36434.00","50049.00","--","-13615.00","-4634.00","-18249.00","894.00","-19143.00","--","--","-19143.00","14356.00","--","-4787.00","-17400.00","--","-1743.00","-5614.00","--","827.00","-0.40"
"114/10/28","114","1","8432","東生華","287118.00","136795.00","--","--","150323.00","--","--","150323.00","107440.00","--","42883.00","2292.00","45175.00","9399.00","35776.00","--","--","35776.00","-18158.00","--","17618.00","30413.00","--","5363.00","12255.00","--","5363.00","0.79"
"114/10/28","114","1","8433","弘帆","772911.00","573548.00","--","--","199363.00","--","--","199363.00","136856.00","--","62507.00","52118.00","114625.00","23614.00","91011.00","--","--","91011.00","19069.00","--","110080.00","91011.00","--","0.00","110080.00","--","0.00","1.68"
"114/10/28","114","1","8435","鉅邁","147814.00","72989.00","--","--","74825.00","--","--","74825.00","45679.00","--","29146.00","4144.00","33290.00","7535.00","25755.00","--","--","25755.00","4473.00","--","30228.00","25755.00","--","--","30228.00","--","--","0.81"
"114/10/28","114","1","8436","大江","1586954.00","919742.00","--","--","667212.00","--","--","667212.00","492346.00","--","174866.00","31390.00","206256.00","42247.00","164009.00","--","--","164009.00","74347.00","--","238356.00","136870.00","--","27139.00","212467.00","--","25889.00","1.24"
"114/10/28","114","1","8437","大地-KY","69365.00","48517.00","--","--","20848.00","--","--","20848.00","37306.00","--","-16458.00","-4406.00","-20864.00","-3739.00","-17125.00","--","--","-17125.00","53771.00","--","36646.00","-17125.00","--","--","36646.00","--","--","-0.36"
"114/10/28","114","1","8440","綠電","242615.00","220884.00","--","--","21731.00","--","--","21731.00","12338.00","--","9393.00","-8548.00","845.00","1926.00","-1081.00","--","--","-1081.00","0.00","--","-1081.00","-1081.00","--","--","-1081.00","--","--","-0.02"
"114/10/28","114","1","8444","綠河-KY","1091473.00","1124090.00","--","--","-32617.00","--","--","-32617.00","180518.00","--","-213135.00","-176057.00","-389192.00","2476.00","-391668.00","--","--","-391668.00","122948.00","--","-268720.00","-389527.00","--","-2141.00","-265199.00","--","-3521.00","-3.56"
"114/10/28","114","1","8446","華研","226337.00","56376.00","--","--","169961.00","--","--","169961.00","64660.00","--","105301.00","109458.00","214759.00","38995.00","175764.00","--","--","175764.00","373.00","--","176137.00","176011.00","--","-247.00","176391.00","--","-254.00","3.33"
"114/10/28","114","1","8450","霹靂","58774.00","52945.00","--","--","5829.00","--","--","5829.00","49096.00","--","-43267.00","-3895.00","-47162.00","0.00","-47162.00","--","--","-47162.00","6535.00","--","-40627.00","-46682.00","--","-480.00","-40197.00","--","-430.00","-0.91"
"114/10/28","114","1","8455","大拓-KY","276282.00","252937.00","--","--","23345.00","--","--","23345.00","34314.00","--","-10969.00","-4841.00","-15810.00","-4259.00","-11551.00","--","--","-11551.00","23646.00","--","12095.00","-8232.00","--","-3319.00","15414.00","--","-3319.00","-0.33"
"114/10/28","114","1","8472","夠麻吉","81113.00","35113.00","--","--","46000.00","--","--","46000.00","62150.00","--","-16150.00","-1716.00","-17866.00","-19.00","-17847.00","--","--","-17847.00","--","--","-17847.00","-17847.00","--","--","-17847.00","--","--","-1.01"
"114/10/28","114","1","8477","創業家","139644.00","118305.00","--","--","21339.00","--","--","21339.00","45150.00","--","-23811.00","-11905.00","-35716.00","0.00","-35716.00","--","--","-35716.00","--","--","-35716.00","-35716.00","--","0.00","-35716.00","--","0.00","-0.56"
"114/10/28","114","1","8489","三貝德","305337.00","138681.00","--","--","166656.00","--","--","166656.00","144242.00","--","22414.00","4681.00","27095.00","9616.00","17479.00","--","--","17479.00","35.00","--","17514.00","-4220.00","--","21699.00","-4185.00","--","21699.00","-0.11"
"114/10/28","114","1","8905","裕國","491415.00","431881.00","--","--","59534.00","--","--","59534.00","31192.00","--","28342.00","-820.00","27522.00","5821.00","21701.00","--","--","21701.00","-2833.00","--","18868.00","21698.00","--","3.00","18870.00","--","-2.00","0.19"
"114/10/28","114","1","8906","花王","50976.00","44383.00","--","--","6593.00","--","--","6593.00","14022.00","--","-7429.00","-3689.00","-11118.00","--","-11118.00","--","--","-11118.00","262.00","--","-10856.00","--","--","--","--","--","--","-0.26"
"114/10/28","114","1","8908","欣雄","2669633.00","2415178.00","--","--","254455.00","--","--","254455.00","58778.00","--","195677.00","2328.00","198005.00","39779.00","158226.00","--","--","158226.00","-71675.00","--","86551.00","158354.00","--","-128.00","86679.00","--","-128.00","0.52"
"114/10/28","114","1","8916","光隆","1668488.00","1437733.00","--","--","230755.00","--","--","230755.00","196981.00","--","33774.00","37185.00","70959.00","19621.00","51338.00","--","--","51338.00","57178.00","--","108516.00","51338.00","--","0.00","108516.00","--","0.00","0.33"
"114/10/28","114","1","8917","欣泰","820857.00","678689.00","--","--","142168.00","--","--","142168.00","30444.00","--","111724.00","909.00","112633.00","24012.00","88621.00","--","--","88621.00","-6916.00","--","81705.00","--","--","--","--","--","--","0.54"
"114/10/28","114","1","8921","沈氏","148392.00","133734.00","--","--","14658.00","--","--","14658.00","22582.00","--","-7924.00","-207.00","-8131.00","-93.00","-8038.00","--","--","-8038.00","-17652.00","--","-25690.00","-7792.00","--","-246.00","-17823.00","--","-7867.00","-0.17"
"114/10/28","114","1","8923","時報","131819.00","72369.00","--","--","59450.00","--","--","59450.00","45906.00","--","13544.00","4451.00","17995.00","3295.00","14700.00","--","--","14700.00","282.00","--","14982.00","14700.00","--","--","14982.00","--","--","0.48"
